timestamp,heart_rate
0.0,75.20122767798814
1.0,75.66288744466038
2.0,75.77295557197165
3.0,75.78337431892558
4.0,76.28299434349024
5.0,76.46244973908033
6.0,76.21868313833919
7.0,76.52783545605514
8.0,76.63471253772404
9.0,76.37723011828038
10.0,76.4222650684416
11.0,76.28210852604875
12.0,75.97554611302589
13.0,76.10088883549071
14.0,76.13462556678932
15.0,76.29013861986755
16.0,76.63000572550571
17.0,76.82896725998454
18.0,77.36848141576016
19.0,77.65717529409541
20.0,77.73634084071566
21.0,77.75860502537971
22.0,78.0547739012203
23.0,77.90326804325278
24.0,77.83440079089081
25.0,78.00883312991165
26.0,78.28296426034491
27.0,78.43921426633653
28.0,78.39869929167533
29.0,79.09756249206107
30.0,79.11403335344065
31.0,78.23793680513128
32.0,77.67202129364784
33.0,77.63026439360917
34.0,77.37940474090794
35.0,77.06366938180209
36.0,77.07867699920185
37.0,77.01817813004483
38.0,77.47014947705948
39.0,77.51817182962638
40.0,77.93785493462933
41.0,78.1894572522001
42.0,77.89582798421124
43.0,77.6408338305838
44.0,77.54628486410355
45.0,77.80784441515723
46.0,77.95892061578547
47.0,77.91925329922944
48.0,78.1403627539133
49.0,78.16287321170928
50.0,77.81853156457565
51.0,77.86967596625878
52.0,78.42108474214322
53.0,78.53020015296156
54.0,78.42213678795727
55.0,78.47354690925152
56.0,78.39045888843182
57.0,78.34751556540739
58.0,78.90375668996451
59.0,79.86802102201783
60.0,79.66241065547793
61.0,79.30603790767643
62.0,79.21791263140094
63.0,79.5248861836628
64.0,79.48297808858969
65.0,79.83584902158104
66.0,80.07391833068418
67.0,79.70456595008471
68.0,79.42352655796259
69.0,79.6592991394346
70.0,79.36110945253613
71.0,79.50740106869311
72.0,79.01426715079668
73.0,79.0043576648434
74.0,78.6084475541526
75.0,78.44650206070709
76.0,78.0391271085621
77.0,78.04938614343469
78.0,77.72163188711733
79.0,77.65306030729347
80.0,77.88283157953244
81.0,77.63231600836889
82.0,77.73684815634476
83.0,77.54650422905223
84.0,77.52172343004703
85.0,77.15307897121981
86.0,77.00972493324876
87.0,77.13092013579862
88.0,77.1055703646346
89.0,76.96928577700383
90.0,76.61452030694471
91.0,76.50481047669997
92.0,76.17222926507901
93.0,75.7073775367414
94.0,75.41906295999365
95.0,75.45695038547764
96.0,75.36799934874605
97.0,75.2433789514685
98.0,75.09641882373883
99.0,74.79616690151693
100.0,74.51835914838496
101.0,74.1998272078215
102.0,74.0575886899074
103.0,74.26488404073439
104.0,74.5701256843006
105.0,74.5180779927927
106.0,74.57530927705412
107.0,74.43886760217998
108.0,73.82156995891572
109.0,73.2875239092119
110.0,73.11452494695513
111.0,73.40705866195593
112.0,73.236542489956
113.0,73.53548951173201
114.0,73.39069292822936
115.0,73.00385523784486
116.0,72.60095550643996
117.0,72.65337559769027
118.0,72.61734562248903
119.0,72.31112757110546
120.0,72.69691266861487
121.0,71.43736888635091
122.0,70.65676901809503
123.0,70.8172143759736
124.0,70.68480839888123
125.0,70.17819161448416
126.0,70.36918286888583
127.0,70.04540410825729
128.0,69.19516943115542
129.0,69.30878044314326
130.0,69.11526933632231
131.0,69.09973964993375
132.0,68.93031317777296
133.0,69.46836223748005
134.0,69.22017571885199
135.0,69.29472493763356
136.0,69.2936072535922
137.0,69.16668137106237
138.0,68.84207717595832
139.0,69.2046349699522
140.0,68.89667188957644
141.0,68.72470937090003
142.0,68.98141141577806
143.0,69.0556159991621
144.0,68.5149448621803
145.0,68.54534473714344
146.0,68.59067447496366
147.0,68.5808585343176
148.0,69.08726871090536
149.0,70.02154933529307
150.0,70.14716851542289
151.0,70.09169813990306
152.0,70.09831485960345
153.0,69.91766982505496
154.0,70.23877140182753
155.0,70.49167473392228
156.0,70.2339687443818
157.0,70.33851741539853
158.0,70.32311936900892
